gvkey	year	gvkey	conm	year	Y	K	L	M	VA	w	i	r&d	naics_4digit
160797	2013	160797	IKANOS COMMUNICATIONS INC	2013	81.81230636656475	40.403	0.263	37.68150146699768	44.13080489956708	62682.861773938734	4.006644892442843	47.93614145737133	3344
160797	2014	160797	IKANOS COMMUNICATIONS INC	2014	49.38982670057085	44.09768795890588	0.235	23.64780490793787	25.74202179263298	64311.75515456021	3.5575165691288055	44.42188048073551	3344
160888	2010	160888	MONOLITHIC POWER SYSTEMS INC	2010	221.37698019301192	41.6093099546337	0.889	85.79661521031015	135.58036498270175	58192.89052542133	22.483344026057345	43.79608152790801	3344
160888	2011	160888	MONOLITHIC POWER SYSTEMS INC	2011	202.30700336631014	68.14290351375476	0.922	77.4769968807585	124.83000648555165	60953.890816253	20.326822664861727	43.045832527557536	3344
160888	2012	160888	MONOLITHIC POWER SYSTEMS INC	2012	219.92018349567488	88.09847439746814	0.993	84.37661047283049	135.54357302284438	62223.95935118233	19.980644610377905	46.2973329411653	3344
160888	2013	160888	MONOLITHIC POWER SYSTEMS INC	2013	244.251010484417	104.75125935199262	1.105	87.77907835614191	156.4719321282751	62682.861773938734	14.79520967075872	46.67661523444832	3344
160888	2014	160888	MONOLITHIC POWER SYSTEMS INC	2014	288.52772076018914	123.02800878317288	1.178	112.03422280771628	176.49349795247286	64311.75515456021	8.779330588734839	54.08274410619012	3344
163772	2010	163772	SPANSION INC	2010	1181.850001011593	517.9078853243823	3.4	744.7332429643718	437.11675804722114	58192.89052542133	62.52282485318067	99.17781177515668	3344
163772	2011	163772	SPANSION INC	2011	1069.1720112416228	386.6753225675566	3.375	579.4554710260554	489.7165402155675	60953.890816253	64.31057822471476	103.11738541868111	3344
163772	2012	163772	SPANSION INC	2012	942.093948962694	434.3374623698366	2.838	515.7538360264546	426.34011293623945	62223.95935118233	40.12068654705542	102.32739072269608	3344
163772	2013	163772	SPANSION INC	2013	996.8300539608938	451.8551053644574	3.685	557.2951127433884	439.53494121750543	62682.861773938734	52.560348387581186	118.97736231557609	3344
163772	2014	163772	SPANSION INC	2014	1278.4075242792806	505.8520456003553	3.893	749.7538188168254	528.6537054624553	64311.75515456021	55.21812173463548	158.0325659534403	3344
165051	2010	165051	SUNPOWER CORP	2010	2244.9572096222714	862.7072838733395	5.15	1601.801748032452	643.1554615898192	58192.89052542133	117.60548783497015	48.45284508710458	3344
165051	2011	165051	SUNPOWER CORP	2011	2380.6030533565304	858.5005017536538	5.22	1993.7191035526412	386.88394980388927	60953.890816253	127.09920711661186	55.86443627924966	3344
165051	2012	165051	SUNPOWER CORP	2012	2486.5525647223394	985.792	5.02	2063.9376279275484	422.6149367947912	62223.95935118233	99.42028710494606	60.20664724802413	3344
165051	2013	165051	SUNPOWER CORP	2013	2572.0706210632143	1155.429	6.32	1903.243152301032	668.8274687621823	62682.861773938734	143.17115290760972	54.51064309043811	3344
165051	2014	165051	SUNPOWER CORP	2014	3091.474934387222	1337.118	7.188	2116.138713070474	975.3362213167485	64311.75515456021	154.09382096110178	67.70081414883602	3344
175404	2010	175404	FIRST SOLAR INC	2010	2593.233455398871	1232.0173659011602	6.1	1219.5049264571994	1373.7285289416716	58192.89052542133	581.2702956126931	93.56659922025366	3344
175404	2011	175404	FIRST SOLAR INC	2011	2847.6790990230493	1782.5608314207082	7.0	1424.2816994204181	1423.3973996026314	60953.890816253	707.6136143879327	135.8760394507832	3344
175404	2012	175404	FIRST SOLAR INC	2012	3464.761424765745	2433.745	5.6	2206.1923618896767	1258.569062876068	62223.95935118233	359.80910272588403	125.67720143837111	3344
175404	2013	175404	FIRST SOLAR INC	2013	3394.6008330084737	2328.883	4.85	2240.6279365600444	1153.9728964484295	62682.861773938734	265.21004617637124	126.0464767053347	3344
175404	2014	175404	FIRST SOLAR INC	2014	3463.75621661918	2295.626511375413	6.06	2240.9928617383043	1222.7633548808756	64311.75515456021	237.7360754703048	132.8936437314232	3344
175955	2010	175955	IPG PHOTONICS CORP	2010	302.72523114896717	212.53484311109668	1.76	82.25589252837514	220.469338620592	58192.89052542133	28.005724719932882	18.911316192074224	3344
175955	2011	175955	IPG PHOTONICS CORP	2011	488.45674754732914	226.73383640077472	2.137	132.6205025787789	355.8362449685502	60953.890816253	51.2541094565848	24.581318893830982	3344
175955	2012	175955	IPG PHOTONICS CORP	2012	578.5955998066302	272.27672407528524	2.4	156.36999475432768	422.22560505230246	62223.95935118233	64.69254343102745	29.79306811389318	3344
175955	2013	175955	IPG PHOTONICS CORP	2013	664.8002626233612	342.0940517731072	2.8	189.26157697121403	475.53868565214714	62682.861773938734	66.56061117993768	39.09974847017307	3344
175955	2014	175955	IPG PHOTONICS CORP	2014	786.1605547215669	401.1326716146532	3.03	219.48645364214732	566.6741010794196	64311.75515456021	81.78503516901435	49.29477357062418	3344
176035	2010	176035	NETLIST INC	2010	38.293847492261314	12.10875455479772	0.232	23.616614401035864	14.67723309122545	58192.89052542133	0.9297734787543799	14.570399249864286	3344
176035	2011	176035	NETLIST INC	2011	62.51762937646053	13.131948389190942	0.276	33.548873264085486	28.968756112375054	60953.890816253	0.7193966350802553	14.430477663894797	3344
176035	2012	176035	NETLIST INC	2012	37.92621087602728	13.966769455489734	0.158	26.746378943254165	11.17983193277311	62223.95935118233	1.6110515479567729	12.187253906657684	3344
176035	2013	176035	NETLIST INC	2013	23.644309485217175	15.490343260569666	0.124	17.601255667945587	6.043053817271589	62682.861773938734	0.11168675151105605	6.2722904230956935	3344
176035	2014	176035	NETLIST INC	2014	19.60213637245591	15.340454908800233	0.114	20.530147156439245	-0.9280107839833349	64311.75515456021	0.13015304521202944	4.4630494581571805	3344
178865	2010	178865	RUBICON TECHNOLOGY INC	2010	78.25884637950917	64.93485876363944	0.25	27.219434721913117	51.039411657596055	58192.89052542133	48.787445096974785	1.064995311651779	3344
178865	2011	178865	RUBICON TECHNOLOGY INC	2011	137.94665376419357	111.19519968440832	0.376	46.70836636160554	91.23828740258804	60953.890816253	46.633146393347516	1.7462773157996518	3344
178865	2012	178865	RUBICON TECHNOLOGY INC	2012	69.16367526202647	156.98389190943763	0.322	47.80688520206123	21.35679005996524	62223.95935118233	10.413009857965596	2.157556666698293	3344
178865	2013	178865	RUBICON TECHNOLOGY INC	2013	42.58704528201235	164.3297862827506	0.292	44.196860830136025	-1.6098155481236764	62682.861773938734	8.185043360738822	2.123925366970755	3344
178865	2014	178865	RUBICON TECHNOLOGY INC	2014	46.65400365593374	172.658	0.283	56.415542824464126	-9.76153916853038	64311.75515456021	6.315653442132664	1.7178355825502614	3344
178943	2010	178943	ENTROPIC COMMUNICATIONS INC	2010	212.6742468691201	19.796913966635866	0.3	106.91545106925363	105.75879579986648	58192.89052542133	3.5661057099146225	48.08468637417954	3344
178943	2011	178943	ENTROPIC COMMUNICATIONS INC	2011	247.71512986545054	23.486	0.344	118.69049506377459	129.02463480167594	60953.890816253	4.1520015470895375	58.07870818023593	3344
178943	2012	178943	ENTROPIC COMMUNICATIONS INC	2012	330.8661530707754	27.350045207507428	0.693	154.99549695031013	175.8706561204653	62223.95935118233	8.597018890480753	93.31669781872348	3344
178943	2013	178943	ENTROPIC COMMUNICATIONS INC	2013	266.0867067440858	38.820510289690574	0.639	128.56728902931943	137.5194177147664	62682.861773938734	7.820888238164959	107.49709051319593	3344
178943	2014	178943	ENTROPIC COMMUNICATIONS INC	2014	195.68334303483348	44.41597369947786	0.316	108.79321916199463	86.89012387283886	64311.75515456021	11.121162331308732	108.21533405948271	3344
180597	2010	180597	STR HOLDINGS INC	2010	376.13955935015275	89.8387433306507	2.2	133.7161875088514	242.42337184130136	58192.89052542133	19.173863692444357	1.7766372205497705	3344
180597	2011	180597	STR HOLDINGS INC	2011	239.27670657511402	106.631	0.5	146.26463109564645	93.01207547946757	60953.890816253	20.824792109843354	2.4772771224134593	3344
180597	2012	180597	STR HOLDINGS INC	2012	98.06835831027637	82.31653753146128	0.375	80.64038344836098	17.42797486191539	62223.95935118233	10.130269362505572	4.1471768646166405	3344
180597	2013	180597	STR HOLDINGS INC	2013	32.68429799544513	44.518468381357565	0.2	36.578099673772535	-3.8938016783274105	62682.861773938734	2.1004617637121297	2.5059128280211733	3344
180597	2014	180597	STR HOLDINGS INC	2014	40.12131981250574	48.713	0.22	43.968505866854564	-3.8471860543488243	64311.75515456021	2.875366920818949	1.070762641460668	3344
181290	2010	181290	DIGIMARC CORP	2010	31.511117405466646	1.8520174471171522	0.098	13.181512128998317	18.329605276468328	58192.89052542133	0.7708631495829837	5.613186596259192	3344
181290	2011	181290	DIGIMARC CORP	2011	37.10044369408786	2.645	0.109	15.577790588743964	21.522653105343892	60953.890816253	0.6555791916457165	7.084703152194933	3344
181290	2012	181290	DIGIMARC CORP	2012	45.64249200292112	3.323	0.124	12.778350801765015	32.8641412011561	62223.95935118233	0.5408123570879626	8.293404935624352	3344
181290	2013	181290	DIGIMARC CORP	2013	35.8686062496153	3.3450130780239844	0.149	14.618480067297238	21.25012618231806	62682.861773938734	1.5429665502871945	11.519690655854637	3344
181290	2014	181290	DIGIMARC CORP	2014	26.202220111720433	4.85979501063624	0.15	16.035660672160777	10.166559439559656	64311.75515456021	1.291376668451271	12.656229807816567	3344
182012	2010	182012	GIGPEAK INC	2010	27.18756954700872	8.899636987098756	0.083	14.388231128735308	12.799338418273415	58192.89052542133	1.1419829245422692	8.54661205152248	3344
182012	2011	182012	GIGPEAK INC	2011	33.21837778852984	9.907287186561712	0.08	18.48608694756998	14.732290840959859	60953.890816253	2.391220266872945	11.8565074453684	3344
182012	2012	182012	GIGPEAK INC	2012	37.783240591218124	12.724671376196012	0.084	20.438924945743288	17.344315645474836	62223.95935118233	1.8605842671043766	12.823894418247198	3344
182012	2013	182012	GIGPEAK INC	2013	29.674388067051026	15.297	0.076	12.553856254744659	17.120531812306368	62682.861773938734	1.4416037842099336	13.025115440928033	3344
182012	2014	182012	GIGPEAK INC	2014	33.64582375948449	15.663031140502394	0.077	16.243219672599903	17.402604086884594	64311.75515456021	1.1021470637103772	12.675614303911976	3344
184551	2010	184551	MAXLINEAR INC	2010	69.4974406700791	5.0785345749374535	0.21	23.791187003054997	45.7062536670241	58192.89052542133	2.921581207126289	27.365148299856884	3344
184551	2011	184551	MAXLINEAR INC	2011	74.05573456593129	8.307252079048556	0.256	29.31596989880481	44.73976466712649	60953.890816253	2.86404950686521	38.8280796751112	3344
184551	2012	184551	MAXLINEAR INC	2012	100.51942441603323	11.482	0.274	45.39779270337264	55.1216317126606	62223.95935118233	4.796151693122194	44.016433105306604	3344
184551	2013	184551	MAXLINEAR INC	2013	122.74154168119986	14.968168583131815	0.336	53.62310264880282	69.11843903239705	62682.861773938734	2.9676765401509178	49.86672673349101	3344
184551	2014	184551	MAXLINEAR INC	2014	135.93537779684036	15.8064204215819	0.378	57.38291514761596	78.55246264922441	64311.75515456021	8.123026935218862	52.26890911440545	3344
185138	2010	185138	VISHAY PRECISION GROUP INC	2010	209.9297954559249	120.08474109943323	2.3	39.25506302223483	170.67473243369008	58192.89052542133	8.288999654542762	5.922124068499235	3344
185138	2011	185138	VISHAY PRECISION GROUP INC	2011	245.11987975993165	127.06103103070532	2.35	66.48050731426102	178.63937244567066	60953.890816253	15.752272287758654	6.575130535679752	3344
185138	2012	185138	VISHAY PRECISION GROUP INC	2012	223.83180934552524	138.3915247600199	2.25	53.560371517027846	170.2714378284974	62223.95935118233	7.895860413484254	6.072279097128002	3344
185138	2013	185138	VISHAY PRECISION GROUP INC	2013	246.49151603438725	140.38756654354566	2.387	60.470594390529165	186.02092164385812	62682.861773938734	6.33329579156812	8.728460412208582	3344
185138	2014	185138	VISHAY PRECISION GROUP INC	2014	256.14309202128203	138.08693305096182	2.536	55.643581181132134	200.4995108401499	64311.75515456021	9.00825225690919	9.323019550648919	3344
233491	2010	233491	MAGNACHIP SEMICONDUCTOR CORP	2010	779.3361927691343	684.9302020383756	3.337	345.07934732029054	434.25684544884376	58192.89052542133	43.04989389527711	84.41691753442235	3344
233491	2011	233491	MAGNACHIP SEMICONDUCTOR CORP	2011	795.5929132480261	221.288	3.342	368.315691946592	427.2772213014341	60953.890816253	46.5799651904854	74.22838909301875	3344
233491	2012	233491	MAGNACHIP SEMICONDUCTOR CORP	2012	843.0021702683521	263.207	3.597	392.63640085165025	450.3657694167018	62223.95935118233	58.37168040836077	74.6918792755012	3344
233491	2013	233491	MAGNACHIP SEMICONDUCTOR CORP	2013	753.1719977841154	343.7042886048463	3.479	428.9954061429246	324.17659164119084	62682.861773938734	39.872170289447006	82.46236438037316	3344
233491	2014	233491	MAGNACHIP SEMICONDUCTOR CORP	2014	713.0275828967658	385.62305680304	3.399	395.5818101978084	317.4457726989574	64311.75515456021	16.07897797552015	85.62870382336109	3344
264416	2010	264416	ULTRA CLEAN HOLDINGS INC	2010	448.27118781232934	23.178850000529174	1.241	342.3809193355858	105.89026847674353	58192.89052542133	3.767457928243597	5.415782460642551	3344
264416	2011	264416	ULTRA CLEAN HOLDINGS INC	2011	465.97041353112553	26.867188078783325	1.155	362.57780088327036	103.39261264785515	60953.890816253	3.851286018178302	5.37226842003481	3344
264416	2012	264416	ULTRA CLEAN HOLDINGS INC	2012	414.953251802557	31.4450265187258	1.506	297.71250012857035	117.24075167398662	62223.95935118233	0.5778153078360864	4.858772071311328	3344
264416	2013	264416	ULTRA CLEAN HOLDINGS INC	2013	455.50996122201934	28.928629392193457	1.622	322.483592195162	133.02636902685737	62682.861773938734	2.7809062582122612	5.2023501145023845	3344
264416	2014	264416	ULTRA CLEAN HOLDINGS INC	2014	527.7176965574992	30.523	1.546	385.25893201801404	142.45876453948514	64311.75515456021	4.923662008233795	6.523344471726328	3344
